ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,Most effective and efficient Woofer(Party Speaker) that any one can obtain.,R1OPQML7PHOZIL,https://www.amazon.in/gp/customer-reviews/R1OPQML7PHOZIL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,"I ordered this party speaker because I was finding a Multi feature device and I came across Krisons 4"" SilverStar Double Woofer 30W Multi-Media Bluetooth Party Speaker. At first I was skeptical regarding it's usage and quality as I ordered it at the price of 1500 rupees but exceeding my expectations, it was the best choice that I made in a while. Before this speaker( woofer), I ordered a BOAT Speaker at a cost of 2000 rupees but it's semiconductor chip got fried and till now I am not able to fix it as the availability of the chip is minimal.Coming to it's quality* Made of hard plastic* Lightweight* Design is slick and attractive* Affordable in this particular segment* Buttons are smooth and durable* Has padding in it's bottom* Has a holding area* Size is quite decentSound Quality* Has stereo effect* Truly has loud sound* Singing along with it is perfect( alignment of voice and music is excellent)* Remote works properly* Mic is decent( you have to keep your mouth close to the receiver)* Fm catches all the necessary frequencies* RGB lights are fabulous* Battery backup is impressive( 3.5- 4 Hours)* Charging Time: 3-3.5 Hours* Type C charger* Background music is clear and up to the mark* Covers the entire house with perfect pitch* When taken outside and played at full volume, it covers a considerable areaNOTE: BEST FOR PARTY ATMOSPHERE AND DECENT SPACE.  BOTH THE WOOFERS  EXCEEDED MY EXPECTATIONS.  HAS DECENT BASS","['https://m.media-amazon.com/images/I/61jKgdJOt-L._SY88.jpg', 'https://m.media-amazon.com/images/I/71UXQ9+5uhL._SY88.jpg', 'https://m.media-amazon.com/images/I/71q2sVHYlyL._SY88.jpg', 'https://m.media-amazon.com/images/I/81TlixqvclL._SY88.jpg']",2024-12-27,1,"Colour: SILVERSTAR_1, Pattern Name: Speaker",
5,Best Budget Party Bluetooth Speakers,R2M4OPGZWINM0R,https://www.amazon.in/gp/customer-reviews/R2M4OPGZWINM0R/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,"The KRISONS is a powerhouse of a Bluetooth speaker that delivers exceptional sound quality, impressive battery life, and a durable design.*Sound Quality:*The KRISONS has 40W of power, which is impressive for its size. The sound quality is crystal clear, with deep bass and crisp treble. The double woofer cylinder design provides a rich, immersive audio experience that's perfect for music, movies, and gaming.*Battery Life:*With up to 7 hours of playback time, the KRISONS is perfect for outdoor gatherings, picnics, or camping trips. The battery life is impressive.*Design and Build:*The KRISONS has a sleek, cylindrical design that's both stylish and durable. The speaker is built to last, with a rugged exterior that can withstand rough handling.*Additional Features:*The KRISONS comes with a microphone.*Verdict:*The KRISONS is an exceptional Bluetooth speaker that offers outstanding sound quality, impressive battery life, and a durable design. If you're looking for a reliable, high-performance speaker that won't break the bank, the KRISONS is an excellent choice.- Exceptional sound quality- Impressive battery life- Durable design*Recommendation:*If you're looking for a high-quality Bluetooth speaker that offers excellent sound quality and impressive battery life, the KRISONS is an excellent choice.",[],2024-12-10,2,"Colour: Black Tower Speaker, Pattern Name: Speaker",
1,Worst service by amazon,RBM5AWC78652N,https://www.amazon.in/gp/customer-reviews/RBM5AWC78652N/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,I received defective product. Asked for replacement on 22 Dec 2024. I was getting replacement item status notifications. The replacement item is rejected by receiver. But I don't know how it is rejected. The delivery person didn't contacted me. Still I have that defective item. I don't know when it will be replaced.There is no option to contact Amazon tele service. This is very worst service by Amazon.,[],2024-12-28,3,"Colour: Black Tower Speaker, Pattern Name: Speaker",
4,Battery life is going good.,RK1T9XPUC74MD,https://www.amazon.in/gp/customer-reviews/RK1T9XPUC74MD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Have been using since more than 4 hour's, without any charging. It's still working. Sound quality is fine as per money spent. The other features like radio is also working good. No option to switch off light. Connectivity is also good. I would recommend it if you are searching something cheap, durable and efficient.",[],2024-05-22,4,"Colour: Black Tower Speaker, Pattern Name: Speaker",
3,Budget friendly but average gadget,RNWL2HHZGFQWP,https://www.amazon.in/gp/customer-reviews/RNWL2HHZGFQWP/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,Likes -1.The speaker look is attractive and eye catching especially the front lights.2. Sound quality is fantastic3. Easy to carry.4. Budget friendly gadget.5. Good battery back upDislikes -1. FM quality is ok kind.2. Only few FM channels present and network catching capacity is average.3. BT connectivity. Speaker loses the BT connectivity frequently which spoils the listening mood.4. The product plastic quality is average.5. Remote control quality is below average.,"['https://m.media-amazon.com/images/I/51CJcPtXT8L._SY88.jpg', 'https://m.media-amazon.com/images/I/618+NPoprnL._SY88.jpg']",2024-08-14,5,"Colour: Black Tower Speaker, Pattern Name: Speaker",
5,Full details review,R2KMEK9GOL7MA4,https://www.amazon.in/gp/customer-reviews/R2KMEK9GOL7MA4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,"Pros: 1. Design & Aesthetics: The dual LED-lit speakers provide a lively and colorful ambiance, perfect for parties or casual gatherings. The compact and modern design is visually appealing and easy to integrate into various settings. 2. Karaoke Functionality: The included microphone makes it ideal for karaoke sessions, public announcements, or events. Easy plug-and-play connectivity for the microphone. 3. Remote Control: The remote adds convenience, allowing you to adjust volume, switch tracks, or change modes without physically interacting with the speaker. 4. Multi-Media Connectivity: Likely supports Bluetooth, AUX, USB, and memory cards, ensuring compatibility with a wide range of devices. 5. Portability: Lightweight and portable, making it easy to carry for outdoor use or events. The best part of the speaker which I liked is the remote equ mode , which is excellent. And It also run when plugged into charging.Cons:1. Battery Life: Portable speakers in this price range often have limited battery life; but it has a runtime of 3 hours ,which is good. for more battery backup, u can use power bank to changer and play. 2. Build Quality: Plastic build could make it prone to scratches or damage if mishandled in future.",[],2025-01-23,6,"Colour: Black Tower Speaker, Pattern Name: Speaker",
5,"Excellent product, value for money",RYXEVI0GV5KH,https://www.amazon.in/gp/customer-reviews/RYXEVI0GV5KH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,"Very nice speaker. The sound is very clear, mic also works fine. The best part is it has almost all kindly of connectivity like Bluetooth, aux, USB etc. I bought this for my father and he is very happy.","['https://m.media-amazon.com/images/I/61Bw0+KIV4L._SY88.jpg', 'https://m.media-amazon.com/images/I/61EAFQN7QoL._SY88.jpg', 'https://m.media-amazon.com/images/I/61fdHXgPirL._SY88.jpg']",2025-01-07,7,"Colour: SILVERSTAR_1, Pattern Name: Speaker",
5,Best there in the market,R31ZP4W03AV3RK,https://www.amazon.in/gp/customer-reviews/R31ZP4W03AV3RK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,I have been using this product for nearly a year. It works really good. Very loud sound. Sufficiently clear in this price. Bass could be better. But overall a great product.,[],2024-12-07,8,"Colour: Black Tower Speaker, Pattern Name: Speaker",
5,Sound,R2PANC744398Z,https://www.amazon.in/gp/customer-reviews/R2PANC744398Z/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,Very good sound. Nice Connectivity is superb. Battery backup is unbelievable.,[],2024-11-11,73,"Colour: Black Tower Speaker, Pattern Name: Speaker",
5,Very nice product good quality 👍❣️❣️,RHQKY4M6CAY6Y,https://www.amazon.in/gp/customer-reviews/RHQKY4M6CAY6Y/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09RPC4J7K,Value for money product hai speaker sound clear hai light ve achi hai quality ve bahut achi👍💞❣️❣️❣️,[],2024-11-06,74,"Colour: Black Tower Speaker, Pattern Name: Speaker",
