reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 16 January 2025,amzn1.account.AEZ4NFPC4O4MLYPBZQ6XEGI4Y3PQ,https://www.amazon.in/gp/profile/amzn1.account.AEZ4NFPC4O4MLYPBZQ6XEGI4Y3PQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Amazing Sound and Battery Life,R19092X9DXYDEM,https://www.amazon.in/gp/customer-reviews/R19092X9DXYDEM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,,"This is just fantastic! Clear sound with deep bass, long-lasting battery, and easy pairing. Compact, stylish, and perfect for on-the-go or home use. Totally worth it!",True,False,[],2025-01-16,1,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 10 September 2024,amzn1.account.AEYEWINRJ5RWXQYEVG4JE33JLILA,https://www.amazon.in/gp/profile/amzn1.account.AEYEWINRJ5RWXQYEVG4JE33JLILA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Surely choose this one...,R2WFZYEMKJXHRE,https://www.amazon.in/gp/customer-reviews/R2WFZYEMKJXHRE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,20 people found this helpful,"Writing this review after using it for 4 months.I ordered multiple bluetooth speakers including some Boat bluetooth speakers but was never satisfied with the quality of music until I ordered this one.Important:If you are looking for a bluetooth speaker to take calls, don't buy this, instead you can go for Boat speakers. They offer very good call quality but not upto date music quality.This speaker is great for music listening but bad for calls.Battery quality is absolutely chinese. Reduction in Battery backup starts soon. After 4 months I'm getting 1 hour of music listening on full volume. If you reduce colume to 60-70% you get 3 - 4 hours.It's comes at very reasonable price compared to the quality it offers...",True,False,['https://m.media-amazon.com/images/I/61tyTi0fh6L._SY88.jpg'],2024-09-10,2,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 16 January 2025,amzn1.account.AEFTFNN7FR5WCDX7R3Y3IXVKLIIQ,https://www.amazon.in/gp/profile/amzn1.account.AEFTFNN7FR5WCDX7R3Y3IXVKLIIQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Value for money.,R7AFWPFMRIFZK,https://www.amazon.in/gp/customer-reviews/R7AFWPFMRIFZK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,One person found this helpful,"The Portronics SoundDrum impresses with USB-C charging, great sound quality, and solid build. It delivers clear highs, deep bass, and a premium feel. A fantastic portable speaker with reliable performance—highly recommended!",True,False,[],2025-01-16,3,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 27 December 2024,amzn1.account.AH3LDE2EMYTJ7FXUZJ3L6DALLD6A,https://www.amazon.in/gp/profile/amzn1.account.AH3LDE2EMYTJ7FXUZJ3L6DALLD6A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Very Nice. Just Go for it.,RGRDHH9Z3SFJC,https://www.amazon.in/gp/customer-reviews/RGRDHH9Z3SFJC/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,One person found this helpful,"Very good built and sound quality .Just Go for it.Battery life is also good if use it on 50% volume, lasts for 7-10 hours",True,False,[],2024-12-27,4,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 20 January 2025,amzn1.account.AEHCASYVLP2UMWS2SRFKXQWWXZNA,https://www.amazon.in/gp/profile/amzn1.account.AEHCASYVLP2UMWS2SRFKXQWWXZNA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Good product,R14KHJHYKIA6LM,https://www.amazon.in/gp/customer-reviews/R14KHJHYKIA6LM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,,"Reliable product. Good sound quality, you can trust on.",True,False,[],2025-01-20,5,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 29 January 2025,amzn1.account.AHZPT7LX65JMA3XP4LNF2L4VK2DA,https://www.amazon.in/gp/profile/amzn1.account.AHZPT7LX65JMA3XP4LNF2L4VK2DA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,sjvdlj,R2T34IZ7EA8XEG,https://www.amazon.in/gp/customer-reviews/R2T34IZ7EA8XEG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,,"The Portronics SoundDrum impresses with USB-C charging, great sound quality, and solid build. It delivers clear highs, deep bass, and a premium feel. A fantastic portable speaker with reliable performance—highly recommended!",True,False,[],2025-01-29,6,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 9 December 2024,amzn1.account.AE6VJO7JCSSSZGCEW6GNNGV4ZPHQ,https://www.amazon.in/gp/profile/amzn1.account.AE6VJO7JCSSSZGCEW6GNNGV4ZPHQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Average Product,R2PT834P0U3CPY,https://www.amazon.in/gp/customer-reviews/R2PT834P0U3CPY/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,One person found this helpful,"Looks good, Loudness Good, build Quality Good,Battery backup Ok, Bass Not good as You tubers say.",True,False,['https://m.media-amazon.com/images/I/71vsgziY45L._SY88.jpg'],2024-12-09,7,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 17 January 2025,amzn1.account.AGTYUDL23BENO7SFLJSRNNFKYJSQ,https://www.amazon.in/gp/profile/amzn1.account.AGTYUDL23BENO7SFLJSRNNFKYJSQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Brilliant output,R1SMY12DC04VW6,https://www.amazon.in/gp/customer-reviews/R1SMY12DC04VW6/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,,The output is loud & brassy enough. I replaced the older JBL & this one didn’t disappoint. Having fun listening favourite songs.,True,False,[],2025-01-17,8,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 24 January 2025,amzn1.account.AGLHN6D46J3EX5CU47XJDJBXS6AA,https://www.amazon.in/gp/profile/amzn1.account.AGLHN6D46J3EX5CU47XJDJBXS6AA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Solid built & sound,R3AZDL6AOPQIAD,https://www.amazon.in/gp/customer-reviews/R3AZDL6AOPQIAD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,,A trust worthy item with room filling sound,True,False,[],2025-01-24,25,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
Reviewed in India on 21 January 2025,amzn1.account.AHCPZ2JUND6LURSOGS5C5OVLALRA,https://www.amazon.in/gp/profile/amzn1.account.AHCPZ2JUND6LURSOGS5C5OVLALRA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,i ordered black but got blue but its ok.  sound is nyc ...no vibration in full volume,R42BLREH37DOP,https://www.amazon.in/gp/customer-reviews/R42BLREH37DOP/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B09V2W1PRB,,no dislike,True,False,['https://m.media-amazon.com/images/I/7172cSORH9L._SY88.jpg'],2025-01-21,26,"Colour: Blue, Size: 20W, Pattern Name: Speaker","[{'key': 'Colour', 'value': 'Blue'}, {'key': 'Size', 'value': '20W'}, {'key': 'Pattern Name', 'value': 'Speaker'}]",,,https://www.amazon.in/product-reviews/B09V2W1PRB?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B09V2W1PRB&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B09V2W1PRB,B09V2W1PRB,B09V2W1PRB,"{'price': None, 'listPrice': None}",https://www.amazon.in//Portronics-SoundDrum-Portable-Bluetooth-Handsfree/dp/B09V2W1PRB/ref=zg_bs_g_1389365031_d_sccl_12/258-6337177-1273930?psc=1,India,
