reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 22 January 2025,amzn1.account.AE5CZASDC5TN4VLWLM5TJRNNWKYA,https://www.amazon.in/gp/profile/amzn1.account.AE5CZASDC5TN4VLWLM5TJRNNWKYA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Product review,R2G4YFCE2F7CUK,https://www.amazon.in/gp/customer-reviews/R2G4YFCE2F7CUK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,,"Overall, this product delivers good quality despite being made of plastic. The battery life is impressive, lasting up to 5 hours without the RGB lights on. The bass quality exceeded my expectations. While it is on the heavier side, the included strap makes it easier to carry. Overall, it's a solid product! 👍🏻",True,False,[],2025-01-22,1,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 5 January 2025,amzn1.account.AGFAYJ5C76XFOXUPKXD2ZABZ4OQA,https://www.amazon.in/gp/profile/amzn1.account.AGFAYJ5C76XFOXUPKXD2ZABZ4OQA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,For bass lover,R37ROXFAXY9YO4,https://www.amazon.in/gp/customer-reviews/R37ROXFAXY9YO4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,One person found this helpful,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     If you want bass much bass then go for it thumping bass .Sound quality is good in 70 percent volume. And so loud speaker it gives fill u like mini dj system. In 6000 price just go for it totally valuable nice product 👍",True,False,[],2025-01-05,2,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 15 January 2025,amzn1.account.AGH7BRLGRYCMIEEPJQNSSED6CE5A,https://www.amazon.in/gp/profile/amzn1.account.AGH7BRLGRYCMIEEPJQNSSED6CE5A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Best product at ₹6000/-,R1N487R7QU3UB8,https://www.amazon.in/gp/customer-reviews/R1N487R7QU3UB8/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,3 people found this helpful,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Bass is awesome. Battery backup is 4-5 hr. Clarity of sound is there. Value for money 😀",True,False,[],2025-01-15,3,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 14 January 2025,amzn1.account.AF4UJZEUBGAHJCMT5SFN3QSLM32A,https://www.amazon.in/gp/profile/amzn1.account.AF4UJZEUBGAHJCMT5SFN3QSLM32A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,RGB LIGHT AND LOOKING,R2HYXYVFCDG1DC,https://www.amazon.in/gp/customer-reviews/R2HYXYVFCDG1DC/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,,"Awesome sound quality and value for money, bluetooth connectivity, ease of use battery life",True,False,[],2025-01-14,4,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 31 December 2024,amzn1.account.AGZGCLMXIWIXTQHIMEAN4EG56QDA,https://www.amazon.in/gp/profile/amzn1.account.AGZGCLMXIWIXTQHIMEAN4EG56QDA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Dummy Amazon,R1W7G459KGFAOD,https://www.amazon.in/gp/customer-reviews/R1W7G459KGFAOD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,One person found this helpful,Its ok to buy this product in case of defects Amazon is not going to take any responsibility.. recently i bought a product bost stone 1800 for the past few days its making cracking sound i called Amazon they said like you need to contact boat service center or claim your warranty even though am in 7 day replacement period,True,False,[],2024-12-31,5,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 24 January 2025,amzn1.account.AGQLXSGQBS6UARL3MOSMRAFOARZQ,https://www.amazon.in/gp/profile/amzn1.account.AGQLXSGQBS6UARL3MOSMRAFOARZQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Bass Box,R2DQE54ZLWKK78,https://www.amazon.in/gp/customer-reviews/R2DQE54ZLWKK78/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,,"Guys , its a value for money speaker , but weight is little bit more , otherwise everything is good. Full of Bass if you’re a Bass lover go for it .",True,False,['https://m.media-amazon.com/images/I/81gC-Q-axfL._SY88.jpg'],2025-01-24,6,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 4 October 2024,amzn1.account.AHJPGA54FG4O5GCNDDR3UID26RYQ,https://www.amazon.in/gp/profile/amzn1.account.AHJPGA54FG4O5GCNDDR3UID26RYQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,before you purchase please consider these things:--,R2Z8ED7MKVNI1F,https://www.amazon.in/gp/customer-reviews/R2Z8ED7MKVNI1F/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,6 people found this helpful,"1. no FM2. no Remote3. cannot be played through AC power since company caution for battery heatup4. no fast forward, rewind facility5. disco light is disturbing while playing songs, that each and everytime you have to switch off on power on.6. usb pendrive is not detected when you copy so many mp3's in multiple folder.But:-sound effect is good, portability, small and compact. rest is your decision.",True,False,[],2024-10-04,7,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 3 November 2024,amzn1.account.AGIYKSYWSWOJGWCUSDFATVBE6C2A,https://www.amazon.in/gp/profile/amzn1.account.AGIYKSYWSWOJGWCUSDFATVBE6C2A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Theatre level crystal clear Audio with Bass,R1DIKYUVDOPFNS,https://www.amazon.in/gp/customer-reviews/R1DIKYUVDOPFNS/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,2 people found this helpful,"Wow what a product this can be used in big hall for performances ..... The 90 W radiating sound with crystal clear Audio with Bass with compact size makes it more effective.... Beautiful and awesome product ,5 star from my side",True,False,[],2024-11-03,8,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 19 December 2024,amzn1.account.AH4SSNXTWE73NMPANSEDFUCCJT4A,https://www.amazon.in/gp/profile/amzn1.account.AH4SSNXTWE73NMPANSEDFUCCJT4A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Awsm Sound,RQQT8FV0FPZN8,https://www.amazon.in/gp/customer-reviews/RQQT8FV0FPZN8/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,,Sound quality just wow... Battery life is also good and as always boat is boat.,True,False,[],2024-12-19,25,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
Reviewed in India on 17 October 2024,amzn1.account.AHWWIKXRKBYII3O6G6H5VTBFZQHA,https://www.amazon.in/gp/profile/amzn1.account.AHWWIKXRKBYII3O6G6H5VTBFZQHA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Rechargeable battery should be good,R3RQKBNW4K74SD,https://www.amazon.in/gp/customer-reviews/R3RQKBNW4K74SD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG6LP1MS,,Good,True,False,[],2024-10-17,26,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0CG6LP1MS?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG6LP1MS&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG6LP1MS,B0CG6LP1MS,B0CG6LP1MS,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Compatibility-Playback-Charging/dp/B0CG6LP1MS/ref=zg_bs_g_1389365031_d_sccl_23/260-9443465-0628262?psc=1,India,
