ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
3,FM IS NOT WORKING,R1OK2611N6X2VQ,https://www.amazon.in/gp/customer-reviews/R1OK2611N6X2VQ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,,['https://m.media-amazon.com/images/I/81i2c2QxVgL._SY88.jpg'],2024-11-22,13,Style Name: Zeb-Astra 20,
3,Mt lena,R10N7LW6D0SYFA,https://www.amazon.in/gp/customer-reviews/R10N7LW6D0SYFA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Fm not working battery backup acchha  nhi  hai.,[],2024-11-16,14,Style Name: Zeb-Astra 20,
3,A normal bluetooth stereo  speakers,R32R2NOBX5VJ5L,https://www.amazon.in/gp/customer-reviews/R32R2NOBX5VJ5L/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Not enough bass -  on off switch is an advantage - FM auto Save is good- The aux cable works as aerial for FM-,[],2024-11-11,15,Style Name: Zeb-Astra 20,
4,"Working as per specifications on unboxing, durability need to be assessed.",R1GQAO57U1XC14,https://www.amazon.in/gp/customer-reviews/R1GQAO57U1XC14/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,FM functionality was not working. Tuning fm channels not happening on short press of Play/Pause button as per User Manual. But after couple of tries I succeeded in fm tuning by long press of Play/Pause button. This may be helpfull for other users...,[],2024-10-02,16,Style Name: Zeb-Astra 20,
1,Low quality product,R2KCERY9NST4JE,https://www.amazon.in/gp/customer-reviews/R2KCERY9NST4JE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,It didn't work hence returnedDon't buy it. I had purchased one two years back which is not working now Hence bought a new one which I could not play a single song hence returned.,[],2024-12-30,65,Style Name: Zeb-Astra 20,
1,Bad service and bad product,R1CDHVCXC49FDK,https://www.amazon.in/gp/customer-reviews/R1CDHVCXC49FDK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,I received a product whose right speaker is not working. Zebronic should check their product before letting it out for the sell. It is not possible for us to send defective product via post to the nearest service centre. Worst experience.,[],2024-12-22,66,Style Name: Zeb-Astra 20,
2,Its good not better,R3BNYCWPDNREJW,https://www.amazon.in/gp/customer-reviews/R3BNYCWPDNREJW/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Its good,[],2024-10-23,67,Style Name: Zeb-Astra 20,
3,Sound quality is fine but not connecting after going some distance.,R3F589JQWF5UQZ,https://www.amazon.in/gp/customer-reviews/R3F589JQWF5UQZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Everything else is fine but bluetooth quality is very poor,[],2024-05-20,68,Style Name: Zeb-Astra 20,
4,Speaker is really good and the sound quality is pretty clean,R8JJCB83YFT8X,https://www.amazon.in/gp/customer-reviews/R8JJCB83YFT8X/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,"The sound quality is good and exceeds expectation in such a price range. The sound doesn't distort even on full volume. BT connects quickly, AUX is straight forward. FM tuning is little tricky and confusing. USB and AUX cables are low quality and are of short length, so I am using my own AUX and USB charging cable. Overall the product is good.The product packaging was totally damaged, speaker had a small dent and one of the speaker wasn't working properly when it came for the first time. I requested for a replacement and the replaced speaker came clean and works fine. Quick and good service by Zebronics & Amazon India.",[],2023-02-08,69,Style Name: Zeb-Astra 20,
2,FM not working,R1MHQ9NN6XOAO3,https://www.amazon.in/gp/customer-reviews/R1MHQ9NN6XOAO3/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Fm radio not working,[],2024-10-15,70,Style Name: Zeb-Astra 20,
4,Nice,R29RQAP7S533GD,https://www.amazon.in/gp/customer-reviews/R29RQAP7S533GD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Superb.... value for money,[],2024-05-08,71,Style Name: Zeb-Astra 20,
5,Good product,R2Q03CQD79XV59,https://www.amazon.in/gp/customer-reviews/R2Q03CQD79XV59/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,It's a awesome product in this price.....,['https://m.media-amazon.com/images/I/61xN3W6B4oL._SY88.jpg'],2024-10-30,72,Style Name: Zeb-Astra 20,
4,Valu mony,R214COX6V3BEGL,https://www.amazon.in/gp/customer-reviews/R214COX6V3BEGL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Sounds great 👍,[],2024-04-28,73,Style Name: Zeb-Astra 20,
4,Good for the price,RWWI159M71FF0,https://www.amazon.in/gp/customer-reviews/RWWI159M71FF0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,"Sound quality, build quality is good according to the price. Supplied USB charging cable and aux cable are too short, approximately 1 foot in length.",[],2024-01-16,74,Style Name: Zeb-Astra 20,
4,Price worthy,R1MEF6UW2ZMKFG,https://www.amazon.in/gp/customer-reviews/R1MEF6UW2ZMKFG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,It has a built in rechargeable battery. It has two input slots. 1. Micro SD card. 2. Usb A. With two speakers It is very handy. It sounds good. Fast forward and Rewind fecility is there. Sound volume controls are there. Bluetooth access is there.,[],2023-10-25,75,Style Name: Zeb-Astra 20,
3,Not bad,R24Y4PYXR7GOSQ,https://www.amazon.in/gp/customer-reviews/R24Y4PYXR7GOSQ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,For our hostel we bought it sound quality is good but after 6 months the charge port was broken. For built quality 1🌟. Don't expect high bass if you have budget go for another product. If you want to buy speaker under 1k go for this product but be careful when you charge it.,[],2023-12-10,76,Style Name: Zeb-Astra 20,
2,Sound issue,R1U9U1YN82ULZE,https://www.amazon.in/gp/customer-reviews/R1U9U1YN82ULZE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,The left side speaker has very bad soundDistortion of sound.There is no option to return until you call customer care which again take too much time.,[],2024-08-18,77,Style Name: Zeb-Astra 20,
5,Nice,R2KEBUWVNDNPOY,https://www.amazon.in/gp/customer-reviews/R2KEBUWVNDNPOY/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Nice,[],2024-11-01,78,Style Name: Zeb-Astra 20,
2,Not good product,RYFEUROIEZPQM,https://www.amazon.in/gp/customer-reviews/RYFEUROIEZPQM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Charging is not properly defectiveNot so good product.dont waste money,[],2024-09-24,79,Style Name: Zeb-Astra 20,
4,It is the best tube with the price range.,R1OTHGDGT0VDV0,https://www.amazon.in/gp/customer-reviews/R1OTHGDGT0VDV0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,It is better then petronics 40 watt party music system which is buy by me.,[],2024-02-25,80,Style Name: Zeb-Astra 20,
4,Sound fata fati clear,RDDOTV3C0S6KN,https://www.amazon.in/gp/customer-reviews/RDDOTV3C0S6KN/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Nice product loud sound but clear soundBattery backup nice,[],2024-06-15,49,Style Name: Zeb-Astra 20,
4,Decent sound quality for the price,R1Z2UQZ96RUHJR,https://www.amazon.in/gp/customer-reviews/R1Z2UQZ96RUHJR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Sound output is loud enough for one room. Sound charity is ok for the price.,[],2024-05-27,50,Style Name: Zeb-Astra 20,
3,Cable defective,R1MI1PL7DLB7G5,https://www.amazon.in/gp/customer-reviews/R1MI1PL7DLB7G5/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Item is good butCharging cable was defective,[],2024-07-17,51,Style Name: Zeb-Astra 20,
5,Good,R377GLE0R3GD6J,https://www.amazon.in/gp/customer-reviews/R377GLE0R3GD6J/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good battary,[],2024-11-22,52,Style Name: Zeb-Astra 20,
3,Charging the power,R2OJNT4EJMMQ6G,https://www.amazon.in/gp/customer-reviews/R2OJNT4EJMMQ6G/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,OKCharging port  n charging is some trouble.,[],2024-07-08,53,Style Name: Zeb-Astra 20,
2,Value for Money but not Quality,R3L45TANRWPFHG,https://www.amazon.in/gp/customer-reviews/R3L45TANRWPFHG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,i brought this product 1.5 years back and i am writing this after using this for 1.5 years.-ve# major issue is the small power on off button in the back (in fact mine is not working )# every time it connects it makes a sound no way to turn it off# some times windows doesn't recognize the speaker (may be its only for me)+ve# good sound for Indore use# no issue connecting# good price pointover all an average product that is good value for money but not for long term use !,[],2024-07-02,54,Style Name: Zeb-Astra 20,
3,Average Speaker with good Pricing,R1MJ7O3VAL7IWU,https://www.amazon.in/gp/customer-reviews/R1MJ7O3VAL7IWU/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,"Have bought this product last year..Sound is decent, clear but lacks bass which is found in other competing brands like boat. The battery backup is decent and will last couple of hours. The problem is with charging..It does not charge properly, and over a period of time the charging port fails and the product becomes useless.",[],2024-03-23,55,Style Name: Zeb-Astra 20,
4,Good sound,RGE1DX6DATL61,https://www.amazon.in/gp/customer-reviews/RGE1DX6DATL61/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good product,[],2024-06-25,56,Style Name: Zeb-Astra 20,
2,Sound quality not good.,R37KHTM8S49TLX,https://www.amazon.in/gp/customer-reviews/R37KHTM8S49TLX/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Not good sound. at max volume or even near to the max volume it starts bursting. I used mivi and portronics 5watt prior to this. They were way better than this. at the same price range.,[],2024-09-27,57,Style Name: Zeb-Astra 20,
4,Its good,R1D5I33BLYQ4CG,https://www.amazon.in/gp/customer-reviews/R1D5I33BLYQ4CG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Product is good but charging slot is faulty,[],2024-05-30,58,Style Name: Zeb-Astra 20,
5,Good 👍,R2T774ANAO8UFN,https://www.amazon.in/gp/customer-reviews/R2T774ANAO8UFN/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good,[],2024-11-13,59,Style Name: Zeb-Astra 20,
3,Got defective product,R235JAWC5GXKXG,https://www.amazon.in/gp/customer-reviews/R235JAWC5GXKXG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Charging point of the speaker is defective cont be charged",[],2024-06-13,60,Style Name: Zeb-Astra 20,
4,Not charging,R1Z03F749SWNMS,https://www.amazon.in/gp/customer-reviews/R1Z03F749SWNMS/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Charging automatically turn off after 70%,[],2024-05-25,61,Style Name: Zeb-Astra 20,
4,Ok,R24GZ2HUPXLFAA,https://www.amazon.in/gp/customer-reviews/R24GZ2HUPXLFAA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,It's not worked. Given service centre. They repaired and given under warranty. Internal pcb failed with in 9 months.,[],2024-04-16,62,Style Name: Zeb-Astra 20,
4,ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output,RPKWIFXWBXWLD,https://www.amazon.in/gp/customer-reviews/RPKWIFXWBXWLD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,"Very good. Two speaker, heavy, very good price. loud speaker",[],2024-05-09,63,Style Name: Zeb-Astra 20,
5,upavskar@gmail.com,R21OAISOWTRW24,https://www.amazon.in/gp/customer-reviews/R21OAISOWTRW24/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,So beautiful voice,[],2024-11-05,64,Style Name: Zeb-Astra 20,
3,Sound fluctuations,R38R90PPYSFMMD,https://www.amazon.in/gp/customer-reviews/R38R90PPYSFMMD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Sometimes when I move my phone in other direction then the speaker make sound fluctuations and sometimes got stuck in sound. Igive it 3 stars for good sound and basequality but cut 2 stars for it's  sound fluctuations problem",[],2024-10-16,17,Style Name: Zeb-Astra 20,
3,Nice product but sound was disappointed,R2DRXFJR4MV560,https://www.amazon.in/gp/customer-reviews/R2DRXFJR4MV560/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Ok value for money,['https://m.media-amazon.com/images/I/71hFV+BvuWL._SY88.jpg'],2024-11-07,18,Style Name: Zeb-Astra 20,
4,Good one but the paint is fading and rust is forming in the speaker cover,RG7F8ZR7S9OFM,https://www.amazon.in/gp/customer-reviews/RG7F8ZR7S9OFM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good one but the paint is fading and rust is forming in the black grill covering of the speakers.,[],2024-10-02,19,Style Name: Zeb-Astra 20,
4,Good Value for money product,R2UE5LXHDZJ3SI,https://www.amazon.in/gp/customer-reviews/R2UE5LXHDZJ3SI/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good product for inhouse music 🎵 listening,[],2024-10-02,20,Style Name: Zeb-Astra 20,
3,"Good product, but charger not working",R1MY0LZMQ6L6J2,https://www.amazon.in/gp/customer-reviews/R1MY0LZMQ6L6J2/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Charging connector is not good. I bought a new charger connector for charging.performance good.,['https://m.media-amazon.com/images/I/71PcPEJEAQL._SY88.jpg'],2024-10-17,21,Style Name: Zeb-Astra 20,
4,Good sound quality but USB charging cable not working,R1MFIFI9RTUBU3,https://www.amazon.in/gp/customer-reviews/R1MFIFI9RTUBU3/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good sound quality but USB charging cable not working,[],2024-09-20,22,Style Name: Zeb-Astra 20,
4,Sound Quality very Good But charges very slow and battery back very Bad and low,R5RD6HVDTS8S0,https://www.amazon.in/gp/customer-reviews/R5RD6HVDTS8S0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Sound Quality very Good But charges very slow and battery back very Bad and low Is Laye 4 star Dee raha hu nhi 5 star dena thaaaaa Zebronic try to better quality,[],2024-08-23,23,Style Name: Zeb-Astra 20,
3,Value for money,R1ELX2RNKM14SA,https://www.amazon.in/gp/customer-reviews/R1ELX2RNKM14SA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good product,[],2024-10-06,24,Style Name: Zeb-Astra 20,
3,Defective product,R2ON3X8AP8LFMF,https://www.amazon.in/gp/customer-reviews/R2ON3X8AP8LFMF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,FM radio not working,[],2024-10-02,25,Style Name: Zeb-Astra 20,
4,Simple awesome,R1SJHIG4HUQXXG,https://www.amazon.in/gp/customer-reviews/R1SJHIG4HUQXXG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Great performance. I really like the product It has a slim and stylish design.,[],2024-08-30,26,Style Name: Zeb-Astra 20,
5,Awesome product…,R3SS85HTXAYEOU,https://www.amazon.in/gp/customer-reviews/R3SS85HTXAYEOU/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Nice one …Most worth it,[],2024-12-23,27,Style Name: Zeb-Astra 20,
5,Well for money,RXCM2RVQOVFQZ,https://www.amazon.in/gp/customer-reviews/RXCM2RVQOVFQZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Value for money,[],2024-12-23,28,Style Name: Zeb-Astra 20,
5,Super speaker,R362RK2VL1LSYV,https://www.amazon.in/gp/customer-reviews/R362RK2VL1LSYV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0B12K5BPM,Good,[],2024-12-21,29,Style Name: Zeb-Astra 20,
