reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 14 December 2024,amzn1.account.AEBHSIROJBKYWTNNEIWLA2XGEZWA,https://www.amazon.in/gp/profile/amzn1.account.AEBHSIROJBKYWTNNEIWLA2XGEZWA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Really Good product at thie price,R16A2BBQ9M53VZ,https://www.amazon.in/gp/customer-reviews/R16A2BBQ9M53VZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,,It has a really good sound in open area. High volume.It's worth buying.,True,False,['https://m.media-amazon.com/images/I/71rhX4pyI9L._SY88.jpg'],2024-12-14,1,Colour: Midnight Black,"[{'key': 'Colour', 'value': 'Midnight Black'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 21 March 2024,amzn1.account.AGANZMCXOQC4DAOQZZY2MMTAHHCQ,https://www.amazon.in/gp/profile/amzn1.account.AGANZMCXOQC4DAOQZZY2MMTAHHCQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Good product,RLN5H6VRXOTTM,https://www.amazon.in/gp/customer-reviews/RLN5H6VRXOTTM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,One person found this helpful,"Bass is little less, rest it's good one.Can do the job in home.",True,False,[],2024-03-21,2,Colour: Tropical Blue,"[{'key': 'Colour', 'value': 'Tropical Blue'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 13 January 2025,amzn1.account.AFDANZ7KBJW3HFZOTUHWEGTEGMYA,https://www.amazon.in/gp/profile/amzn1.account.AFDANZ7KBJW3HFZOTUHWEGTEGMYA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Terrific purchase,R35LA6NMJ9QS47,https://www.amazon.in/gp/customer-reviews/R35LA6NMJ9QS47/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,One person found this helpful,Sound quality is awesome 😎👍 AUX mode me Very Loud sound and very good. You will love it...,True,False,"['https://m.media-amazon.com/images/I/719MBolaNSL._SY88.jpg', 'https://m.media-amazon.com/images/I/71FUNX-ZoAL._SY88.jpg']",2025-01-13,3,Colour: Midnight Black,"[{'key': 'Colour', 'value': 'Midnight Black'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 24 December 2024,amzn1.account.AE62DCQVZXGJRLDVQSFMROKTRJ5A,https://www.amazon.in/gp/profile/amzn1.account.AE62DCQVZXGJRLDVQSFMROKTRJ5A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,WORST BASS.,R2S77T9BNRWTFG,https://www.amazon.in/gp/customer-reviews/R2S77T9BNRWTFG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,One person found this helpful,MOST IMPORTANT..If you are looking for a speaker with bass then please stay away from this speaker. This speaker has the worst bass effect i have ever found in a popular brand speaker. I regret buying this. I wasted my money.,True,False,['https://m.media-amazon.com/images/I/61RiVpBkJ3L._SY88.jpg'],2024-12-24,4,Colour: Tropical Blue,"[{'key': 'Colour', 'value': 'Tropical Blue'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 6 April 2024,amzn1.account.AE7CNSNFJG2LDEEI3QO5HO3LBUKQ,https://www.amazon.in/gp/profile/amzn1.account.AE7CNSNFJG2LDEEI3QO5HO3LBUKQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,A Game Changer for Laptop Movie Nights!,R1TCYT2WLTKHK5,https://www.amazon.in/gp/customer-reviews/R1TCYT2WLTKHK5/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,7 people found this helpful,"I recently purchased the boAt Stone Spinx Pro Bluetooth Speaker, and let me tell you, it's been a game changer for my movie nights! As someone who loves to binge-watch shows and movies on my laptop, I've always found the built-in audio to be lackluster. But with this powerful portable speaker, I can finally enjoy immersive sound quality from the comfort of my bed or couch.The 20W RMS sound output is truly impressive, delivering crisp highs and deep lows that bring every scene to life. Whether it's the explosive action sequences or the subtle nuances of dialogue, this speaker handles it all with ease. Plus, the Bluetooth connectivity makes it super convenient to set up, allowing me to seamlessly stream audio from my laptop without any hassle.Not only does the boAt Stone Spinx Pro enhance my viewing experience, but its portability also means I can take it with me wherever I go. Whether I'm traveling or just moving from room to room, I can always count on this speaker to deliver stunning audio quality.Overall, I couldn't be happier with my purchase. If you're like me and enjoy watching movies or shows on your laptop, do yourself a favor and invest in the boAt Stone Spinx Pro Bluetooth Speaker. Highly recommended for anyone looking to elevate their audio experience!",True,False,"['https://m.media-amazon.com/images/I/71CQNJWj6eL._SY88.jpg', 'https://m.media-amazon.com/images/I/71yLCzAkX2L._SY88.jpg']",2024-04-06,5,Colour: Midnight Black,"[{'key': 'Colour', 'value': 'Midnight Black'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 11 December 2024,amzn1.account.AEIFXLCSAU3JRYD7LL7VI5T2BW6A,https://www.amazon.in/gp/profile/amzn1.account.AEIFXLCSAU3JRYD7LL7VI5T2BW6A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Mediocre in every sense of the word.,R3FGFNHU3HOUY8,https://www.amazon.in/gp/customer-reviews/R3FGFNHU3HOUY8/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,2 people found this helpful,Mediocre sound quality for the priceMediocre treble with little-to-no room for bass.Mediocre battery life.Mediocre water resistanceIt's large and hefty which does not correlate to the performance at all. Usually speakers this large are louder and with more bass.I've seen speaker much smaller that are louder and with more bass and battery life (that were also cheaper btw😂).So everything is mediocre except perhaps the build quality which is good,True,False,[],2024-12-11,6,Colour: Midnight Black,"[{'key': 'Colour', 'value': 'Midnight Black'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 15 January 2025,amzn1.account.AE6L2VRUDQARXOMTSST3NNFJTWYA,https://www.amazon.in/gp/profile/amzn1.account.AE6L2VRUDQARXOMTSST3NNFJTWYA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Great product,R204A717INDH6G,https://www.amazon.in/gp/customer-reviews/R204A717INDH6G/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,One person found this helpful,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     SatisfiedSound quality awesomeBuilt quality 💪 is goodValue for money",True,False,"['https://m.media-amazon.com/images/I/61CT2-1gekL._SY88.jpg', 'https://m.media-amazon.com/images/I/61M1PmAdSOL._SY88.jpg', 'https://m.media-amazon.com/images/I/71mDPmd0GlL._SY88.jpg', 'https://m.media-amazon.com/images/I/71mZ8SIFFAL._SY88.jpg']",2025-01-15,7,Colour: Midnight Black,"[{'key': 'Colour', 'value': 'Midnight Black'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 14 January 2025,amzn1.account.AGGBSDCQOBICDU6HWUELNT2M4IHA,https://www.amazon.in/gp/profile/amzn1.account.AGGBSDCQOBICDU6HWUELNT2M4IHA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Super speaker,R8WNEDZHL7VSM,https://www.amazon.in/gp/customer-reviews/R8WNEDZHL7VSM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,,"Boat understand value of money, bluetooth connectivity, design, quality and weight of item is easy to carry.There should be light off function also.",True,False,[],2025-01-14,8,Colour: Tropical Blue,"[{'key': 'Colour', 'value': 'Tropical Blue'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 10 January 2025,amzn1.account.AH5PGLTPXJ7OJB5YCALI27W6HVRA,https://www.amazon.in/gp/profile/amzn1.account.AH5PGLTPXJ7OJB5YCALI27W6HVRA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,very very worst product,R2QZZNDCA0N8BJ,https://www.amazon.in/gp/customer-reviews/R2QZZNDCA0N8BJ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,,worst ever,True,False,[],2025-01-10,73,Colour: Midnight Black,"[{'key': 'Colour', 'value': 'Midnight Black'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=10&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_10&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
Reviewed in India on 10 August 2024,amzn1.account.AGJE5KEXVS7UDN5X74FYWOQKOU6A,https://www.amazon.in/gp/profile/amzn1.account.AGJE5KEXVS7UDN5X74FYWOQKOU6A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,2,Not worth it.,R37OF3P272XXBX,https://www.amazon.in/gp/customer-reviews/R37OF3P272XXBX/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CVQDJCYL,,Not worth it. Build quality is not so good. Returned the item,True,False,[],2024-08-10,74,Colour: Tropical Blue,"[{'key': 'Colour', 'value': 'Tropical Blue'}]",,,https://www.amazon.in/product-reviews/B0CVQDJCYL?pageNumber=10&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CVQDJCYL&reftag=cm_cr_arp_d_paging_btm_next_10&scope=reviewsAjax0,allStars,,B0CVQDJCYL,B0CVQDJCYL,B0CVQDJCYL,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Bluetooth-Speaker-Playtime-Tropical/dp/B0CVQDJCYL/ref=zg_bs_g_1389365031_d_sccl_20/260-9443465-0628262?psc=1,India,
