ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,Simply superb,R2LMCXLJVB1KZA,https://www.amazon.in/gp/customer-reviews/R2LMCXLJVB1KZA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,I gifted to sonu 13yrs it is so nice,[],2025-01-02,1,"Colour: Orange, Size: One Size",
4,Good watch.recommended,R7TFXOWRG87VH,https://www.amazon.in/gp/customer-reviews/R7TFXOWRG87VH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,The smart watch is good .i bought it for 1st time. All basic things are there. Plus point for calling option. The amoled display is also good. High pixel resolution. The one thing i would like to suggest that when we turn off our mobile screen the AI stops working in watch. We have to continues put screen on of mobile then only it works. Rest all is good.,"['https://m.media-amazon.com/images/I/61PnUjzDSJL._SY88.jpg', 'https://m.media-amazon.com/images/I/71RltNjAyxL._SY88.jpg']",2024-12-07,2,"Colour: Yellow, Size: One Size",
5,Good product,R24SG5N6RMZXY4,https://www.amazon.in/gp/customer-reviews/R24SG5N6RMZXY4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,This product is wroth for money,[],2024-12-14,3,"Colour: Black, Size: One Size",
4,Fireboltt Asteroid,R3G4DPX4PBW7I0,https://www.amazon.in/gp/customer-reviews/R3G4DPX4PBW7I0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,"The watch is good overall, it has good sound quality, a great display, it is comfortable on your hand and has good performance.The only downsides were the connectivity, your mobile had to be really close to the watch for it to connect and also, the watch has swimming as an exercise so it should be (if you think logically) waterproof but it isn't, the company says it is 'water resistant' but not waterproof (meaning, it can resist the penetration of water but not being submerged in it, (I quoted the company here) )So, those were my only downsides but overall it is a good watch. 👍",[],2024-10-21,4,"Colour: Orange, Size: One Size",
3,bad,R1A9OUFFEBAXVQ,https://www.amazon.in/gp/customer-reviews/R1A9OUFFEBAXVQ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,bad product,[],2025-01-23,5,"Colour: Yellow, Size: One Size",
5,Trustable,R2RGD7GM12ICZO,https://www.amazon.in/gp/customer-reviews/R2RGD7GM12ICZO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Good quality,[],2025-01-06,6,"Colour: Orange, Size: One Size",
5,Good,R1RQO61O39TLAH,https://www.amazon.in/gp/customer-reviews/R1RQO61O39TLAH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Good,[],2025-01-04,7,"Colour: Silver Black, Size: One Size",
4,Best but there is not a single games.,REOGWXGKUGG2I,https://www.amazon.in/gp/customer-reviews/REOGWXGKUGG2I/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Te look is very nice, the features are good but there is no games. But I love it because it is come with Ocean Straps which is very nice and the battery life is 👍🏻.",[],2024-12-15,8,"Colour: Orange, Size: One Size",
4,Nice watch.Loved it.,R2O2Y2ZEJOZCSO,https://www.amazon.in/gp/customer-reviews/R2O2Y2ZEJOZCSO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Nice watch.Loved it.,[],2025-01-23,9,"Colour: Yellow, Size: One Size",
4,Good product,R13NZDJTU0UURB,https://www.amazon.in/gp/customer-reviews/R13NZDJTU0UURB/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,,['https://m.media-amazon.com/images/I/61ME-DIjadL._SY88.jpg'],2025-01-03,10,"Colour: Orange, Size: One Size",
4,Battery is already dead,R38R26497AOZO6,https://www.amazon.in/gp/customer-reviews/R38R26497AOZO6/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,"Yesterday this watch was delivered to me, when I unboxed it, all the products were there which made me very happy after seeing the description, but I wanted to put this watch on but it not open also after charging more than 2 hoursHe send me rebruished item in the place of new..But now they pick the product from my home and return with repair..",['https://m.media-amazon.com/images/I/71y5DqFSb-L._SY88.jpg'],2024-11-22,11,"Colour: Orange, Size: One Size",
4,Fireboltt Asteroid,R3N0VZZSTHMNAU,https://www.amazon.in/gp/customer-reviews/R3N0VZZSTHMNAU/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,It's a good product to buy.,['https://m.media-amazon.com/images/I/61jy8egpICL._SY88.jpg'],2024-12-11,12,"Colour: Orange, Size: One Size",
3,Wrost product ever,R17GTGX24V6A7F,https://www.amazon.in/gp/customer-reviews/R17GTGX24V6A7F/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Wrost product ever battery life zero,[],2025-01-21,13,"Colour: Black, Size: One Size",
4,Watch is good overall,R3W3OWSZBO2RZW,https://www.amazon.in/gp/customer-reviews/R3W3OWSZBO2RZW/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,"The watch is good overall, it has good sound quality, a great display, it is comfortable on your hand and has good performance.",[],2024-11-25,14,"Colour: Black, Size: One Size",
4,Nuce,R158V51HF6LDW7,https://www.amazon.in/gp/customer-reviews/R158V51HF6LDW7/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Good,[],2024-12-03,15,"Colour: Orange, Size: One Size",
4,Nice Smartwatch,R12VJNO00YDKHF,https://www.amazon.in/gp/customer-reviews/R12VJNO00YDKHF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,,"['https://m.media-amazon.com/images/I/61FzfWu+vuL._SY88.jpg', 'https://m.media-amazon.com/images/I/61iZLRiwuUL._SY88.jpg']",2024-12-03,16,"Colour: Black, Size: One Size",
4,Nice smarwatch.,R1WOASSW608LNE,https://www.amazon.in/gp/customer-reviews/R1WOASSW608LNE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Just I received this beautiful smartwatch.I really impressed by this smartwatch.AOD id the usp of this smartwatch.You can buy this smartwatch.,[],2024-09-07,33,"Colour: Yellow, Size: One Size",
4,Good,RKSYNCG1LHU37,https://www.amazon.in/gp/customer-reviews/RKSYNCG1LHU37/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Value for money.,[],2024-09-28,34,"Colour: Black, Size: One Size",
4,good product,R1OQMWI4DCEDOF,https://www.amazon.in/gp/customer-reviews/R1OQMWI4DCEDOF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,good product,[],2024-09-27,35,"Colour: Black, Size: One Size",
4,Worth for the money,R1JS8L1CFG3ZGF,https://www.amazon.in/gp/customer-reviews/R1JS8L1CFG3ZGF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,I really like the design of the watch and it fits my hand very well. The straps are also very soft. I was doubtful about the call feature but it seems the watch performs very nicely in terms of audio. Over-all it's a really good bang for buck.,"['https://m.media-amazon.com/images/I/61UibtCRy+L._SY88.jpg', 'https://m.media-amazon.com/images/I/71kH1OrC2CL._SY88.jpg']",2024-08-12,36,"Colour: Orange, Size: One Size",
4,Good Product in this price but,R149DIHCM9QJG9,https://www.amazon.in/gp/customer-reviews/R149DIHCM9QJG9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Great but unconfirtable for my hand,[],2024-10-01,37,"Colour: Black, Size: One Size",
4,Nice watch,R3AX2KK2LTXX3,https://www.amazon.in/gp/customer-reviews/R3AX2KK2LTXX3/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Like the design and the strap colour and the dial of the watch,['https://m.media-amazon.com/images/I/61IVgB2n55L._SY88.jpg'],2024-09-09,38,"Colour: Yellow, Size: One Size",
5,Fitness tracker was fantastic.,R24NZXZ9BJ617N,https://www.amazon.in/gp/customer-reviews/R24NZXZ9BJ617N/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,performance was superb.....,['https://m.media-amazon.com/images/I/61isElKWxkL._SY88.jpg'],2024-12-26,39,"Colour: Black, Size: One Size",
3,The product was good 💯,R166PO7WDPUUIV,https://www.amazon.in/gp/customer-reviews/R166PO7WDPUUIV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,,['https://m.media-amazon.com/images/I/71hQCvxwC-L._SY88.jpg'],2024-10-16,40,"Colour: Orange, Size: One Size",
4,Good Product,R2EEBUE2BA79FS,https://www.amazon.in/gp/customer-reviews/R2EEBUE2BA79FS/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,Overall Great Experience,[],2024-11-10,25,"Colour: Orange, Size: One Size",
4,Nice watch,RG27QAZGG5S0M,https://www.amazon.in/gp/customer-reviews/RG27QAZGG5S0M/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C5D3KZ38,"Battery, display and looks are gud, value for money.",[],2024-10-24,26,"Colour: Orange, Size: One Size",
