reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 9 January 2025,amzn1.account.AFAZM4HYUDIZYQ76C3F2JKU7HBKQ,https://www.amazon.in/gp/profile/amzn1.account.AFAZM4HYUDIZYQ76C3F2JKU7HBKQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Nice,R36J8PZ2AL2CCQ,https://www.amazon.in/gp/customer-reviews/R36J8PZ2AL2CCQ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,5 people found this helpful,"It's a nice watch with premium feel and good build quality, Seek design and display. Equipped with health monitoring and fitness tracking modes Bluetooth connectivity is good, Battery easily last 3-4 days, Easy to use and value of money.",True,False,"['https://m.media-amazon.com/images/I/61EnLEldBvL._SY88.jpg', 'https://m.media-amazon.com/images/I/61EuUs61CeL._SY88.jpg', 'https://m.media-amazon.com/images/I/710o9skBwRL._SY88.jpg']",2025-01-09,1,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 2 January 2025,amzn1.account.AGJMJAOOPBGUNXDFVVIRF63SBHAA,https://www.amazon.in/gp/profile/amzn1.account.AGJMJAOOPBGUNXDFVVIRF63SBHAA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Fantastic watch 👍🏼👍🏼,RUJ8WMKPN3166,https://www.amazon.in/gp/customer-reviews/RUJ8WMKPN3166/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,3 people found this helpful,"The Boult Smartwatch is a stellar companion for fitness enthusiasts and tech lovers alike. With its sleek design, crisp display, and impressive tracking capabilities for steps, calories, and heart rate, it excels in style and functionality. Durable and lightweight, it delivers value, making it a great choice for everyday use.",True,False,"['https://m.media-amazon.com/images/I/61m2d+8VGUL._SY88.jpg', 'https://m.media-amazon.com/images/I/71n1M6J4kKL._SY88.jpg']",2025-01-02,2,Colour: Silver,"[{'key': 'Colour', 'value': 'Silver'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 21 January 2025,amzn1.account.AGBAGBRQFNBT62HQEMFTAFIT5EKQ,https://www.amazon.in/gp/profile/amzn1.account.AGBAGBRQFNBT62HQEMFTAFIT5EKQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Excellent Smartwatch! Highly Recommended!,R37FNQYUUY1OIB,https://www.amazon.in/gp/customer-reviews/R37FNQYUUY1OIB/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,2 people found this helpful,"I'm absolutely thrilled with my new smartwatch! I purchased it from Amazon and received it within the estimated delivery time. The watch is sleek, stylish, and comfortable to wear.The features are amazing - it tracks my fitness goals, receives notifications, and even controls my music playlists. The battery life is impressive, lasting up to 5 days on a single charge.The setup process was seamless, and the companion app is user-friendly. I've been using it for more than a week now, and I'm loving every bit of it!Overall, I'm extremely satisfied with this purchase. If you're in the market for a reliable and feature-packed smartwatch, look no further!Pros:- Sleek design- Comfortable to wear- Excellent battery life- Feature-rich- Easy setupCons: None!Highly recommended!",True,False,[],2025-01-21,3,Colour: Blue,"[{'key': 'Colour', 'value': 'Blue'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 10 January 2025,amzn1.account.AF2BQRUN7T3KIOJG2FO7FQBSDQBA,https://www.amazon.in/gp/profile/amzn1.account.AF2BQRUN7T3KIOJG2FO7FQBSDQBA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Best purchase ever 😃,R2QIZLF4MGYZB9,https://www.amazon.in/gp/customer-reviews/R2QIZLF4MGYZB9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,2 people found this helpful,"Design and build quality is outstanding, very comfortable and light weight, metalic frame, display is top notch along with decent brightness calling quality is also good, easy connectivity, there are lots of sports modes and fitness mode Overall Best smart watch ever value for money.",True,False,"['https://m.media-amazon.com/images/I/71C5JmtuPdL._SY88.jpg', 'https://m.media-amazon.com/images/I/71LdhYCj8rL._SY88.jpg', 'https://m.media-amazon.com/images/I/816sEXE8K8L._SY88.jpg']",2025-01-10,4,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 8 January 2025,amzn1.account.AE7YDRTUOHKDJOAFOF3ZQ452ESSQ,https://www.amazon.in/gp/profile/amzn1.account.AE7YDRTUOHKDJOAFOF3ZQ452ESSQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Perfect smart watch....,R2W684M9NAJQZV,https://www.amazon.in/gp/customer-reviews/R2W684M9NAJQZV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,One person found this helpful,"I loved this smartwatch. It has such a good big screen and fast screen touch—I have never seen this in a smartwatch. A perfect blend of style and functionality, this smartwatch delivers exceptional performance with accurate fitness tracking, seamless smartphone integration, and long battery life.Moreover...the design is sleek and comfortable for everyday wear. I loved this more with its fast fitness tracking features and must suggest it for smart watch lovers.",True,False,"['https://m.media-amazon.com/images/I/61x9MksIXlL._SY88.jpg', 'https://m.media-amazon.com/images/I/71piiLTFMQL._SY88.jpg']",2025-01-08,5,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 5 January 2025,amzn1.account.AHP3DEQVKG2KJRO3P2WCRXPZCWDQ,https://www.amazon.in/gp/profile/amzn1.account.AHP3DEQVKG2KJRO3P2WCRXPZCWDQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Perfect Smartwatch with Amazing Features.....,RCPGIV01F9HH,https://www.amazon.in/gp/customer-reviews/RCPGIV01F9HH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,3 people found this helpful,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     I recently purchased the Boult smartwatch, and I am extremely impressed with its performance and features!The 2.01"" AMOLED screen with 650 nits brightness is stunning, offering crystal-clear visuals even under sunlight. The Bluetooth 5.3 calling feature works seamlessly, making calls super convenient. With its working crown and 150+ cloud-based watch faces, customization feels endless!The health monitoring tools are top-notch, providing accurate heart rate, SpO2, blood pressure tracking, and even a menstrual cycle tracker. I especially love the reminders for drinking water and staying active. The 100+ sports modes are a game-changer for fitness enthusiasts like me.It’s also durable with its IP67 water resistance, and the additional features like the AI voice assistant and ""Find My Phone"" make it incredibly practical.Overall, this smartwatch is a perfect combination of style, technology, and affordability. Highly recommended for anyone looking for a feature-packed smartwatch!",True,False,"['https://m.media-amazon.com/images/I/61cEeTXvLrL._SY88.jpg', 'https://m.media-amazon.com/images/I/715fGtvTyvL._SY88.jpg', 'https://m.media-amazon.com/images/I/71LPcBPafWL._SY88.jpg', 'https://m.media-amazon.com/images/I/71XkKTRIHNL._SY88.jpg']",2025-01-05,6,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 24 December 2024,amzn1.account.AGE7SARV7LBNN6YMAEZUG75T63ZQ,https://www.amazon.in/gp/profile/amzn1.account.AGE7SARV7LBNN6YMAEZUG75T63ZQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Exceptional Features at an Affordable Price,R3JNT5SBYW62LH,https://www.amazon.in/gp/customer-reviews/R3JNT5SBYW62LH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,2 people found this helpful,"The Crown Smart Watch is a true standout with its sleek 1.95'' display, delivering remarkable clarity and 900 nits brightness for easy outdoor viewing. The zinc alloy frame gives it a premium feel, and the working crown ensures smooth navigation. Its Bluetooth calling feature and AI voice assistant add unmatched convenience, while health tracking options like SpO2 monitoring and 100+ sports modes make it perfect for fitness enthusiasts. With a stylish design and outstanding functionality, this smartwatch is a fantastic value for its price—highly recommended!",True,False,[],2024-12-24,7,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 9 January 2025,amzn1.account.AGTJJFOTX4B5SXLSOBMIWK4G3LCA,https://www.amazon.in/gp/profile/amzn1.account.AGTJJFOTX4B5SXLSOBMIWK4G3LCA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Awesome Watch,R2MZ00VFMMX5UZ,https://www.amazon.in/gp/customer-reviews/R2MZ00VFMMX5UZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,One person found this helpful,"The Boult Crown Pro Smart Watch impresses with its 2.01'' AMOLED display, vibrant 650 nits brightness, and premium zinc alloy frame, offering sleek aesthetics and functionality. With features like Bluetooth calling, SpO2 monitoring, AI voice assistance, and 120+ sports modes, it delivers excellent value for fitness and tech enthusiasts.",True,False,[],2025-01-09,8,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=1&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 16 January 2025,amzn1.account.AG5GMEHT72EEIR2CFNJYSCAYK7VQ,https://www.amazon.in/gp/profile/amzn1.account.AG5GMEHT72EEIR2CFNJYSCAYK7VQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Badhiya Watch !!!,R19BY0GXZEJCEL,https://www.amazon.in/gp/customer-reviews/R19BY0GXZEJCEL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,One person found this helpful,"It's amazing. The battery backup lets up to 10 Days. The feathers are also excellent and latest. At this price, I've tried many watches, but this one seems the best to me. Connection process is easy. Calling and notification work perfectly.",True,False,"['https://m.media-amazon.com/images/I/61gMIFisFVL._SY88.jpg', 'https://m.media-amazon.com/images/I/61x2ejRcbJL._SY88.jpg']",2025-01-16,41,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=6&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_6&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
Reviewed in India on 11 January 2025,amzn1.account.AGAGB2247ZROIJYO4IUCMFTCW3XQ,https://www.amazon.in/gp/profile/amzn1.account.AGAGB2247ZROIJYO4IUCMFTCW3XQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Cool design,R2F30EKLHPV5RY,https://www.amazon.in/gp/customer-reviews/R2F30EKLHPV5RY/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5KP711,,Very impressive smart watch at this price. All the features work so perfectly. Accuracy and all sensors working perfectly. display quality is very good and the watch looks very premium and impressive.,True,False,"['https://m.media-amazon.com/images/I/61KwsKjRLoL._SY88.jpg', 'https://m.media-amazon.com/images/I/81USLlA7sXL._SY88.jpg']",2025-01-11,42,Colour: Phantom Black,"[{'key': 'Colour', 'value': 'Phantom Black'}]",,,https://www.amazon.in/product-reviews/B0DM5KP711?pageNumber=6&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0DM5KP711&reftag=cm_cr_arp_d_paging_btm_next_6&scope=reviewsAjax0,allStars,,B0DM5KP711,B0DM5KP711,B0DM5KP711,"{'price': None, 'listPrice': None}",https://www.amazon.in//Boult-Bluetooth-Brightness-Assistant-Monitoring/dp/B0DM5KP711/ref=zg_bs_g_5605728031_d_sccl_10/258-6888058-4683712?psc=1,India,
