ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,Colour is awesome,R1D1XXH1HU47WL,https://www.amazon.in/gp/customer-reviews/R1D1XXH1HU47WL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,Value for moneyGood qualityGood looks,[],2025-01-16,1,"Colour: Black SS, Size: onesize",
5,Amazing Product,R17OHQOU9IVD24,https://www.amazon.in/gp/customer-reviews/R17OHQOU9IVD24/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,In less price good quality and looks very slim and while attending calls sound quality very good and long battery life with single chargeSmooth in functionality,['https://m.media-amazon.com/images/I/71UufeGRdkL._SY88.jpg'],2025-01-16,2,"Colour: Black SS, Size: onesize",
4,Nice but only one game,R33ZSN94K32CRE,https://www.amazon.in/gp/customer-reviews/R33ZSN94K32CRE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     The watch is fantastingIt has custom wallpaper it also has music player which can be used offline but you have to connect to the phone I am saying on this because I also had this doubts when buying this so I can help people by saying this but this only have one game but I have seen many videos in which it says people says that 4 games will come in update so I also want 4 games when will the update come 🤔",['https://m.media-amazon.com/images/I/81F+deVV6+L._SY88.jpg'],2025-01-22,3,"Colour: Black SS, Size: onesize",
5,Best Product in this price and segment,R2KZ4PAJWVTRG5,https://www.amazon.in/gp/customer-reviews/R2KZ4PAJWVTRG5/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,I brought this watch for my daily use its really a good product and I like the features given in this watch with ip67 water resistant.,[],2025-01-23,4,"Colour: Black, Size: OneSize",
1,Very cheap quality product.,RAMY7K3ZETKGK,https://www.amazon.in/gp/customer-reviews/RAMY7K3ZETKGK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,"Very cheap quality product i have ever seen in fire boltt , chain was stuck if you try to fix this then chain was very loose , and the best part there is lot of scam in Amazon I was purchased this 20 Jan after pickup and check this i am writing a feedback now I just check ✅ that was deleted 😂 .","['https://m.media-amazon.com/images/I/61xBss5hRFL._SY88.jpg', 'https://m.media-amazon.com/images/I/71CpfNNYU7L._SY88.jpg']",2025-01-23,5,"Colour: Black, Size: OneSize",
5,Amazing product,R6PA5T88FDTCN,https://www.amazon.in/gp/customer-reviews/R6PA5T88FDTCN/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,"incredible features like seamless fitness tracking, heart rate monitoring, and notifications directly on your wrist. The battery life is impressive, lasting for several days on a single charge. The design is sleek and comfortable, making it perfect for all-day wear. Overall, it's a great blend of style and functionality! Highly recommend!",['https://m.media-amazon.com/images/I/71Pp8qq6OPL._SY88.jpg'],2025-01-21,6,"Colour: Black SS, Size: onesize",
5,Good product,RNRJNRF0P2QDR,https://www.amazon.in/gp/customer-reviews/RNRJNRF0P2QDR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,Value for money,[],2025-01-29,7,"Colour: Black SS, Size: onesize",
4,Ui changed,R2AUHX47YE8IBR,https://www.amazon.in/gp/customer-reviews/R2AUHX47YE8IBR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,Somebody buying in 2025 will get less feature than that when it was launched no. Of ui's are reduced to 5 no. Of games are also reduced.But still a good watch  and value for money,['https://m.media-amazon.com/images/I/718QPAarBPL._SY88.jpg'],2025-01-16,8,"Colour: Black SS, Size: onesize",
5,Good quality,R3JSFKC488D7HV,https://www.amazon.in/gp/customer-reviews/R3JSFKC488D7HV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,,['https://m.media-amazon.com/images/I/71611U-sDFL._SY88.jpg'],2025-01-16,33,"Colour: Black SS, Size: onesize",
4,Very nice product.,RMLGIKSLDE0RO,https://www.amazon.in/gp/customer-reviews/RMLGIKSLDE0RO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D2K6JJNX,Thae watch overall very nice but there should be more games.,[],2024-08-28,34,"Colour: Gold, Size: medium",
