ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,nice product in this value with curve display.,RCLZXTN3476I9,https://www.amazon.in/gp/customer-reviews/RCLZXTN3476I9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"This watch is a wonderful combination of fashion and usefulness. Its elegant appearance makes it ideal for daily use, and its user-friendly interface facilitates effortless navigation. It easily keeps up with a busy lifestyle thanks to its precise fitness monitoring, dependable notifications, long-lasting battery, and quick conversation feature. This wristwatch offers great value whether you're tracking your health, staying connected, or working out. An excellent choice for anyone seeking a device that combines price and efficiency! The nicest feature is that it has a music player!",[],2025-01-19,1,Colour: Trail Raven Black,
5,this watch is value for money,RL382FW2B9HRE,https://www.amazon.in/gp/customer-reviews/RL382FW2B9HRE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,the boult trail smart watch 2 is a feature packed wearable that offers great value for money its 3d curved hd display is vibrant and bright with a 500 nits brightness making it easy to read in all lighting conditions the bt calling feature is smooth it also includes health focused features while the raven black color gives it a sleek premium look and connectivity is super overall its a solid smartwatch with a good balance of features and performance,['https://m.media-amazon.com/images/I/71fCKwmwnZL._SY88.jpg'],2025-01-22,2,Colour: Trail Raven Black,
5,Premium Looking Smartwatch.,R2M0RZKCVFQ0WA,https://www.amazon.in/gp/customer-reviews/R2M0RZKCVFQ0WA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"I was very pleasantly surprised by this watch, the quality-price ratio is unbeatable, it has a super cool design and easy to wear on the wrist because it doesn't weigh anything.Best thing of this smartwatch is its curved display which looks so premium. The battery lasts a lot. I've been using it for more than 5 days without having to charge the battery. It's a super complete watch, you can answer calls and see messages, you hear the sound very well. I made calls with the SmartWatch and it has a very good sound. The other person also hears you perfectly. Notifications about incoming messages also arrive promptly on the SmartWatch. The display is big enough to be able to read that.I was surprised by the number of functions it has and the app is super easy to use, very intuitive and very easy to connect to your phone. I am delighted with the watch and pleasantly surprised with it.","['https://m.media-amazon.com/images/I/71srcCLbV+L._SY88.jpg', 'https://m.media-amazon.com/images/I/81DB3rmHCML._SY88.jpg', 'https://m.media-amazon.com/images/I/81JkxsgA8lL._SY88.jpg', 'https://m.media-amazon.com/images/I/81LmbnTCbgL._SY88.jpg', 'https://m.media-amazon.com/images/I/81Uxp3ZweeL._SY88.jpg', 'https://m.media-amazon.com/images/I/81Z8lDhkr0L._SY88.jpg']",2024-12-26,3,Colour: Trail Raven Black,
5,Excellent Smartwatch with Great Features,R2RRSCQCK1MK0Y,https://www.amazon.in/gp/customer-reviews/R2RRSCQCK1MK0Y/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"The Boult Trail Smart Watch is a fantastic buy with its stunning 2.01"" 3D Curved HD Display and 500 nits brightness for excellent visibility. The BT Calling and AI Voice Assistant are super convenient, while the SpO2 monitoring and 120+ sports modes make it perfect for health tracking. Its sleek design, 190+ watch faces, and great battery life offer unbeatable value. Highly recommend this for anyone looking for a stylish and feature-packed smartwatch.",['https://m.media-amazon.com/images/I/61FKss5002L._SY88.jpg'],2025-01-20,4,Colour: Trail Raven Black,
5,Curved display is unique.,R2LCCLTDMNV4A9,https://www.amazon.in/gp/customer-reviews/R2LCCLTDMNV4A9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"The Boult smartwatch is a fantastic all-in-one device, and I am impressed with its performance. The sleep tracking feature is accurate, providing detailed insights into sleep patterns, helping me improve my sleep quality. The curved display adds a premium touch, offering excellent viewing angles and vibrant colors, making it easy to navigate.The connectivity is seamless, with quick pairing and stable Bluetooth performance. The smartwatch is loaded with functionalities like fitness tracking, notifications, and weather updates, making it a versatile companion. The calling feature is a standout – crystal-clear audio, quick dial access, and hassle-free hands-free calling.The sleek black color adds a stylish and professional look, suitable for all occasions. Overall, this smartwatch is a great buy for anyone looking for a feature-rich device with excellent performance at an affordable price.","['https://m.media-amazon.com/images/I/612rOwKvSfL._SY88.jpg', 'https://m.media-amazon.com/images/I/61b1M+3+NQL._SY88.jpg', 'https://m.media-amazon.com/images/I/61ro0CdZS5L._SY88.jpg', 'https://m.media-amazon.com/images/I/7109Qx8IOGL._SY88.jpg', 'https://m.media-amazon.com/images/I/711YjopfZaL._SY88.jpg', 'https://m.media-amazon.com/images/I/71303Lrs26L._SY88.jpg', 'https://m.media-amazon.com/images/I/71W8M2Ad-sL._SY88.jpg', 'https://m.media-amazon.com/images/I/81Rb3tRvYrL._SY88.jpg']",2025-01-23,5,Colour: Trail Raven Black,
5,Super quality watch,R2EVYZ020N1I8U,https://www.amazon.in/gp/customer-reviews/R2EVYZ020N1I8U/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"This Boult trial smart watch is a fantastic design and look like so good ,wearable 2.01'' 3D curved display, Bluetooth connectivity so fast, good charging speed.These smart watch calling feature also good, AI voice assistant,Spo2 monitoring, accurate heart rate monitoring, sleep tracking ,120+ sports modes feature nice , sound quality very nice, overall amazing watch.",[],2025-01-22,6,Colour: Trail Raven Black,
4,Awesome,R3RBH30LL5PJS6,https://www.amazon.in/gp/customer-reviews/R3RBH30LL5PJS6/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"The product is very nice ,the best thing about this smart watch is the curved display which looks so premium. At this price the quality is unbelievable.It has a cool design and is easy to wear on my wrist as it  doesn't have so much weight. The battery lasts a lot. I have been using it since last week and haven't charged it yet. It's a super complete watch with very good voice quality on calls. The display is big enough to be able to read anything. I am very delighted with the watch and recommend it to everyone.","['https://m.media-amazon.com/images/I/61wsj3JHAnL._SY88.jpg', 'https://m.media-amazon.com/images/I/71yg4-LUNkL._SY88.jpg']",2024-12-30,7,Colour: Trail Raven Black,
5,Wonderful watch,R3NAXRX8Y6NIAF,https://www.amazon.in/gp/customer-reviews/R3NAXRX8Y6NIAF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"This watch is a wonderful combination of fashion and usefulness. Its elegant appearance makes it ideal for daily use, and its user-friendly interface facilitates effortless navigation. It easily keeps up with a busy lifestyle thanks to its precise fitness monitoring, dependable notifications, long-lasting battery, and quick conversation feature. This wristwatch offers great value whether you're tracking your health, staying connected, or working out. An excellent choice for anyone seeking a device that combines price and efficiency! The nicest feature is that it has a music player!Thank you Amazon","['https://m.media-amazon.com/images/I/61M8oNx7kHL._SY88.jpg', 'https://m.media-amazon.com/images/I/71HBFgomDcL._SY88.jpg', 'https://m.media-amazon.com/images/I/71NjSY3DZuL._SY88.jpg', 'https://m.media-amazon.com/images/I/81C8fD2JcLL._SY88.jpg']",2025-01-28,8,Colour: Trail Pro Black,
5,Premium Looking,R30D89BUY3BLB9,https://www.amazon.in/gp/customer-reviews/R30D89BUY3BLB9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"The Boult 3D Curved Smartwatch offers a stunning display with a sleek, premium design. Its fitness tracking features, including heart rate and SpO2 monitoring, are accurate and reliable. With Bluetooth calling and excellent battery life, it’s a fantastic value for its price.",[],2025-01-20,49,Colour: Trail Raven Black,
5,Nice watch by boult,R7TA48S68OWLQ,https://www.amazon.in/gp/customer-reviews/R7TA48S68OWLQ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DM5JDVCC,"I bought it of Rs. 1099 and I am totally satisfied with the quality, resolution, smoothness etc.It has all the features which we do in daily activities like calling, workout tracking, sleep tracking.Overall nice watch",['https://m.media-amazon.com/images/I/61OmlGRCD9L._SY88.jpg'],2025-01-20,50,Colour: Trail Raven Black,
