ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,"The speaker is very good according to price bass is thumpy and booming, vocals are clear too.",RHMXVAPSENDBH,https://www.amazon.in/gp/customer-reviews/RHMXVAPSENDBH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,"It's very easy to use, though the startup sound and shutdown sound is bit annoying but it's ok and everything this fantastic, speaker's built quality is Great and hard, bluetooth connectivity is great too, can be connected from far away, size is also great and everything is balanced, type c charging is provided which is also very good this speaker i will say it's worth it!!","['https://m.media-amazon.com/images/I/61sCzYnw88L._SY88.jpg', 'https://m.media-amazon.com/images/I/71+0NkY4jCL._SY88.jpg', 'https://m.media-amazon.com/images/I/71MIcI49N1L._SY88.jpg', 'https://m.media-amazon.com/images/I/71RvYsZjNKL._SY88.jpg', 'https://m.media-amazon.com/images/I/71gS7-yKnvL._SY88.jpg']",2024-11-10,1,Style Name: 70W,
4,Worth the Price.,RLYXNWSB56FRD,https://www.amazon.in/gp/customer-reviews/RLYXNWSB56FRD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Worth the price. Battery life is beyond expected, clarity - ok, bass - ok. Conectivity- easy. Build quality - quite good. A good companion for small outdoor family picnicOverall - impressive considering the price.",['https://m.media-amazon.com/images/I/71xxXw0FnsL._SY88.jpg'],2024-11-27,2,Style Name: 70W,
5,Better than boat.,RI7DOW1RS7E50,https://www.amazon.in/gp/customer-reviews/RI7DOW1RS7E50/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,"Highly recommend don't think twice. Owsome product worth of every penny. I never believe zebronic made this kind of product what a base, bass , clarity everything u get. Never disappoint u . Don't think twice. Believe me it is unbelievable product..",[],2025-01-28,3,Style Name: 70W,
5,Real VFM. Miss are overpowering with lesser highs.,R1VOFB84MR7CO9,https://www.amazon.in/gp/customer-reviews/R1VOFB84MR7CO9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,"This product provides excellent value for money over all.However, strictly speaking from an audiophile perspective keep the following in mind.- highs (symbals and hiss sounds) are weak and that's mainly because the entire audio spectrum is handled by just 2 speakers and they struggle to produce anything above 4k Hz. This could have been improved with a couple of small tweeters (cost would increase though).- excellent bass radiotors. They have weights added to them if you remove and see. Which means zebronics have done their homework with calculations trying to reach as low frequency as possible from these speakers.- loudness is satisfying when placed inside the room or house. If you want to use it for a small gathering above 15 people outdoors, you would want something bigger.- lows are satisfying for the size and money point of view. Frequencies above 2k is slightly muddy but manageable.Construction- Looks and feels solid in hand and it can take a couple of drops from the hand.- I wouldn't let any droplets of water or liquid fall on to it. The cone (speaker memberne) is made of paper and can damage it although manufacturer gives it an IP rating. Note that there is nothing wrong with paper cone speaker. Infact pureist audiophiles love paper cone material.- RGB lights are mediocre and premitive. They might as well have removed it. Just blinks randomly.- Bluetooth range is pretty good with a good 70 feet free air distance.- Haven't tested battery.Overall thoughtsIt would have been perfect if those high notes were taken care of with dedicated tweeters. Even a cheap tweeters would have done the job. However, whole of India is behind 'waah Bhai kya bass hai' mindset and manufacturer took a very good cost cutting note from it. Being said all that it's still a very solid value for money product and I'm happy with my purchase.If money is not an issue there are better ones out there for sure. But I'm poor you see 😂😅",[],2022-04-12,4,Style Name: 70W,
4,Battry backup,R2WVKI2QJY2MDK,https://www.amazon.in/gp/customer-reviews/R2WVKI2QJY2MDK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,Only 1 hours battery backupVery bad battery backupBut quality good voice average,[],2025-01-17,5,Style Name: 70W,
5,Value for money,R2CUUSHFZK3NW2,https://www.amazon.in/gp/customer-reviews/R2CUUSHFZK3NW2/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,"I have used sound systems from Panasonic, JBL, Skullcandy and I have to admit that Zebronics is giving tough competition to these brands and doing better than these.Sound is perfect combination of bass n trable. Lound n clear enough for small size roomConnectivity is excellentPortable in size, easy to carryThere is room for improvement from Zebronics to work on battery backup though it gives 3-4 hours of playtime",[],2025-01-10,6,Style Name: 70W,
3,Good product,R1GSV72APQSIKP,https://www.amazon.in/gp/customer-reviews/R1GSV72APQSIKP/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,Sound quality is good but battery backup as normal not good,[],2024-10-17,7,Style Name: 70W,
3,Vfm- 8/10,R8VNXF5F7ORDN,https://www.amazon.in/gp/customer-reviews/R8VNXF5F7ORDN/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,Music quality- poor,[],2025-01-23,8,Style Name: 70W,
4,Every time I am using the best Zebronic bluetooth speaker,R2S9AMJC4WRJ55,https://www.amazon.in/gp/customer-reviews/R2S9AMJC4WRJ55/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     😍😍😍 everytime miss you 🥰🥰🥰😘😘😘",['https://m.media-amazon.com/images/I/71pOJU5om7L._SY88.jpg'],2024-11-10,25,Style Name: 70W,
5,5 Stars,R8CLADXSI8KZR,https://www.amazon.in/gp/customer-reviews/R8CLADXSI8KZR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B098JVB1WD,Awesome sound & awesome bass. 100% worth it,[],2025-01-14,26,Style Name: 70W,
