ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,A Solid Performer,R21E0WIEINSTHC,https://www.amazon.in/gp/customer-reviews/R21E0WIEINSTHC/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,"I've been using the Protonics Dash 4 speakers for a few weeks now, and I'm really impressed with their sound quality. Everything sounds clear and well-defined, from the subtle nuances of classical music to the driving beats of EDM. The wireless mic feature adds versatility for karaoke or presentations. If you're looking for a pair of speakers that offer great value for money, I highly recommend the Protonics Dash 4.",[],2024-10-10,1,,
5,Great at this price,R196NCGWJBZZBF,https://www.amazon.in/gp/customer-reviews/R196NCGWJBZZBF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     I wanted a speaker that supported bluetooth and aux in the price range of 5-6k.This speaker is the best in this price range. The RGB lights makes it look more cooler and adds more asthetics to your decor. The sound quality is good in both bass and trebels. The mic is an additional plus point which is awesome for home party's.The build quality of the product is also very good.","['https://m.media-amazon.com/images/I/61G4SxEyIWL._SY88.jpg', 'https://m.media-amazon.com/images/I/61U5J8a3PwL._SY88.jpg', 'https://m.media-amazon.com/images/I/61mO4g8WnPL._SY88.jpg']",2024-08-06,2,,
4,Good for free time,R32TNSZ054QARL,https://www.amazon.in/gp/customer-reviews/R32TNSZ054QARL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,"It good for spending free time with family and friends, the Portronics Dash 4Party Box is a fantastic investment for anyone looking to enhance their social gatherings with great music and a fun atmosphere. Its superior sound quality, portability, long battery life, and versatile connectivity make it a standout choice in its category. I highly recommend it to anyone in need of a reliable and entertaining portable speaker",[],2024-06-20,3,,
5,Excellant Product - Amazed with its performance,RCOAG8L7F61A0,https://www.amazon.in/gp/customer-reviews/RCOAG8L7F61A0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,"Used it at home and during trips, high quality speaker, very nice bass and audio quality. Amazing lights. Micophone is little basic as we cannot control the voice volume. FM is not working for me, not sure why. Otherwise everything is excellant. We are using it all the time, Great !!",[],2024-11-13,4,,
5,Excellent product,RYWPVQFQ0XPJV,https://www.amazon.in/gp/customer-reviews/RYWPVQFQ0XPJV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,Excellent product and best for beginners for karioke singing.,[],2025-01-23,5,,
1,Sound not good.  Feels like 15watt low cost speaker,R3QU59PI0V7FP4,https://www.amazon.in/gp/customer-reviews/R3QU59PI0V7FP4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,The full volume also is not good at all.  Feels like a 15-20 watt speaker. It's sound is too low for a closed room even forget outdoor party. Karaoke mic looks good and connects well. Charging of the device also don't blink the 4th dot. Upto 3 dots only it blinks. Overall not good for this price range. Design looks good but performance is not worthy at all.,[],2024-12-29,6,,
5,Best quality,R1DP8AG7WZEBCM,https://www.amazon.in/gp/customer-reviews/R1DP8AG7WZEBCM/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,Best sound best qualityPesa wasul 😊,[],2025-01-19,7,,
5,Best karaoke portable system,R336UZ1CVN8TSL,https://www.amazon.in/gp/customer-reviews/R336UZ1CVN8TSL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,Best karaoke portable system. Mike quality is good. If you are looking for portable karaoke speaker then Dash 4 is best I can recommend,[],2025-01-18,8,,
4,Great product,R25JDYL3C4T50A,https://www.amazon.in/gp/customer-reviews/R25JDYL3C4T50A/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,It is worth the money spent. My daughter loved the karaoke feature so do I. Well crafted product.,['https://m.media-amazon.com/images/I/61MxiAyfrDL._SY88.jpg'],2024-10-11,17,,
5,So good product,R2BRFYWEMJT6G8,https://www.amazon.in/gp/customer-reviews/R2BRFYWEMJT6G8/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CNXW42H8,I love this product so much,[],2024-12-09,18,,
